award_id,vendor_name,description,award_amount,total_outlays,contract_award_type,start_date,end_date,awarding_agency,awarding_sub_agency,naics_code,psc_code,query_batch
N0002425C2127,HUNTINGTON INGALLS INC,CVN 68 INACTIVATION & DEFUELING ADVANCE PLANNING,134715780.0,,DEFINITIVE CONTRACT,2025-03-13,2027-10-18,Department of Defense,Department of the Navy,,,psc_1905_combat_contracts
N0002423C4300,ELECTRIC BOAT CORPORATION,NEMMI SUPPORT,132757000.0,22430604.0,DEFINITIVE CONTRACT,2023-04-24,2026-04-28,Department of Defense,Department of the Navy,,,psc_1905_combat_contracts
N0002410C2205,RAYTHEON COMPANY,LIFE CYCLE ENGINEERING AND SUPPORT (LCE&S) SERVICES FOR SELECT ELECTRONIC SYSTEMS IN THE LPD 17 CLASS AMPHIBIOUS TRANSPORT DOCK SHIPS,130376187.22,0.0,DEFINITIVE CONTRACT,2009-11-02,2016-04-15,Department of Defense,Defense Contract Management Agency,,,psc_1905_combat_contracts
N0002412C2312,HUNTINGTON INGALLS INCORPORATED,DDG 51 CLASS FOLLOW YARD SERVICES,129777963.0,0.0,DEFINITIVE CONTRACT,2012-06-07,2018-04-16,Department of Defense,Department of the Navy,,,psc_1905_combat_contracts
N0002420C2320,BAE SYSTEMS JACKSONVILLE SHIP REPAIR LLC,LCS POST SHAKEDOWN AVAILABILITY,125522433.0,10835997.13,DEFINITIVE CONTRACT,2020-02-14,2027-08-31,Department of Defense,Department of the Navy,,,psc_1905_combat_contracts
N0002418C2312,HUNTINGTON INGALLS INCORPORATED,DDG 51 FOLLOW YARD SERVICES FY18-22,122862573.0,0.0,DEFINITIVE CONTRACT,2018-04-16,2024-01-15,Department of Defense,Department of the Navy,,,psc_1905_combat_contracts
N0002421C2451,BAE SYSTEMS MARITIME SOLUTIONS NORFOLK INC.,LPD 28 FITTING OUT AVAILABILITY - SCN,122692645.57,,DEFINITIVE CONTRACT,2021-09-30,2026-09-30,Department of Defense,Department of the Navy,,,psc_1905_combat_contracts
N5005424FP009,METRO MACHINE CORP.,USS EISENHOWER (CVN 69) FY25 PIA,122486696.0,0.0,DELIVERY ORDER,2024-11-12,2026-03-27,Department of Defense,Department of the Navy,,,psc_1905_combat_contracts
N6274221F0302,MNDPI PACIFIC JV,X004 P-209 DRY DOCK #3 REPLACEMENT - PHASE 1 DESIGN AWARD. AE TASK ORDER.,120179177.0,0.0,DELIVERY ORDER,2020-11-06,2027-07-01,Department of Defense,Department of the Navy,,,kw_ship_construction_contracts
N0002417C2104,ELECTRIC BOAT CORPORATION,NAVAL REACTORS,119155924.0,0.0,DEFINITIVE CONTRACT,2016-10-01,2021-09-30,Department of Defense,Department of the Navy,,,psc_1905_combat_contracts
N4008524C0001,CIANBRO CORPORATION,DRY DOCK 4 REFUELING COMPLEX,118400881.0,,DEFINITIVE CONTRACT,2023-10-23,2025-12-18,Department of Defense,Department of the Navy,,,kw_ship_construction_contracts
N0002412C2100,ELECTRIC BOAT CORPORATION,NAVAL REACTORS,116920919.0,,DEFINITIVE CONTRACT,2011-10-01,2016-11-07,Department of Defense,Department of the Navy,,,psc_1905_combat_contracts
70Z02324F93270004,BIRDON AMERICA INC,PURCHASE OF LLTM FOR WLR AND WLIC #1,105725845.46,0.0,DELIVERY ORDER,2024-05-30,2034-09-30,Department of Homeland Security,U.S. Coast Guard,,,psc_1905_combat_contracts
N0002416C2302,BAE SYSTEMS JACKSONVILLE SHIP REPAIR LLC,PSA EXECUTION FOR LCS SHIPS IN MAYPORT HOMEPORT,105677135.0,14759390.67,DEFINITIVE CONTRACT,2016-08-26,2030-04-18,Department of Defense,Department of the Navy,,,psc_1905_combat_contracts
N4019221C1300,H2O GUAM JV,"WON 1383711, FY21 SPECIAL PROJECT RM 14-1420 REPAIR LIMA WHARF, NAVAL BASE GUAM. DESIGN-BID-BUILD PROJECT TO REPAIR AND MODERNIZE LIMA WHARF AND APPURTENANCES, INCLUDING STEEL SHEET PILE BULKHEAD, MOORING AND FENDER SYSTEM, WHARF UTILITIES, ETC.",104832293.23,33442580.81,DEFINITIVE CONTRACT,2021-01-05,2025-07-01,Department of Defense,Department of the Navy,,,kw_ship_construction_contracts
N0002423C4307,ELECTRIC BOAT CORPORATION,NUCLEAR REGIONAL MAINTENANCE DEPARTMENT,103251972.0,9142203.0,DEFINITIVE CONTRACT,2023-08-05,2026-08-05,Department of Defense,Department of the Navy,,,psc_1905_combat_contracts
N0002418C4451,BATH IRON WORKS CORPORATION,PROVISIONED ITEMS ORDERS (PIO),99440603.0,2488607.0,DEFINITIVE CONTRACT,2018-05-23,2019-02-24,Department of Defense,Department of the Navy,,,psc_1905_combat_contracts
N0002410C2239,"BOLLINGER MISSISSIPPI SHIPBUILDING, LLC",T-AGS 66 DETAIL DESIGN AND CONSTRUCTION,97587904.73,0.0,DEFINITIVE CONTRACT,2009-12-22,2019-09-30,Department of Defense,Department of the Navy,,,kw_dd_and_c_contracts
N0002409C6206,"GENERAL DYNAMICS MISSION SYSTEMS, INC.","MPP BASIC CONTRACT, BASE YEAR PRODUCTION LINE ITEMS ONLY.",93871184.25,,DEFINITIVE CONTRACT,2009-09-14,2017-12-31,Department of Defense,Defense Contract Management Agency,,,psc_1905_combat_contracts
N6274222C1326,BLACK CONSTRUCTION CORPORATION,NAVFAC WORK ORDER NUMBER 1297284 P-519 X-RAY WHARF IMPROVEMENTS (BERTH 2) NAVAL BASE GUAM,93638345.6,,DEFINITIVE CONTRACT,2022-05-13,2024-11-30,Department of Defense,Department of the Navy,,,kw_ship_construction_contracts
N0002422C2313,GIBBS & COX INC,"SUPPORT FOR SHIP DESIGN AND ENGINEERING EFFORTS FOR THE  FUTURE SURFACE COMBATANT FORCE, INCLUDING DDGX",86313457.0,,DEFINITIVE CONTRACT,2022-02-17,2027-02-17,Department of Defense,Department of the Navy,,,psc_1905_combat_contracts
N0002414C6220,"GENERAL DYNAMICS MISSION SYSTEMS, INC.",ENGINEERING AND TECHNICAL SERVICES,83734880.17,3247733.88,DEFINITIVE CONTRACT,2014-06-25,2020-09-30,Department of Defense,Defense Contract Management Agency,,,psc_1905_combat_contracts
70Z02325F93270007,BIRDON AMERICA INC,AWARD INLAND BUOY TENDER (WLR) 1801,83690227.6,,DELIVERY ORDER,2025-06-17,2028-03-22,Department of Homeland Security,U.S. Coast Guard,,,psc_1905_combat_contracts
N6279321F7800,HUNTINGTON INGALLS INC,CVN 78 FY18-23 PIA/CIA EXECUTION.,80229483.0,71527420.09,DELIVERY ORDER,2021-08-01,2022-03-01,Department of Defense,Department of the Navy,,,psc_1905_combat_contracts
N0002415C2121,HUNTINGTON INGALLS INC,CVN 78 CLASS HPY CORE FY15,79889509.12,-3403.4,DEFINITIVE CONTRACT,2015-04-20,2019-09-26,Department of Defense,Department of the Navy,,,psc_1905_combat_contracts
N0002416C2309,BAE SYSTEMS SAN DIEGO SHIP REPAIR INC.,PSA SUPPORT- LEVEL OF EFFORT,77552431.45,0.0,DEFINITIVE CONTRACT,2016-02-19,2020-01-29,Department of Defense,Department of the Navy,,,psc_1905_combat_contracts
N0002424C2312,HUNTINGTON INGALLS INCORPORATED,DDG 51 CLASS FOLLOW YARD SUPPORT,77316110.0,,DEFINITIVE CONTRACT,2024-11-17,2028-12-31,Department of Defense,Department of the Navy,,,psc_1905_combat_contracts
70Z02325F93270005,BIRDON AMERICA INC,WLIC #2,73872963.55,,DELIVERY ORDER,2025-09-22,2027-09-22,Department of Homeland Security,U.S. Coast Guard,,,psc_1905_combat_contracts
N0002422C2319,HUNTINGTON INGALLS INCORPORATED,DDG(X) SHIPBUILDER DESIGN ENGINEERING,72621718.77,,DEFINITIVE CONTRACT,2022-07-22,2028-07-21,Department of Defense,Department of the Navy,,,psc_1905_combat_contracts
N0002418C6262,"GENERAL DYNAMICS MISSION SYSTEMS, INC.",ORDERS,71957711.0,5263046.34,DEFINITIVE CONTRACT,2017-11-02,2024-12-31,Department of Defense,Department of the Navy,,,psc_1905_combat_contracts
N0002418C4312,"QED SYSTEMS, INC.",LCS EXECUTION PLANNING,71855623.17,36635146.66,DEFINITIVE CONTRACT,2018-06-13,2024-09-30,Department of Defense,Department of the Navy,,,psc_1905_combat_contracts
N0002421C2427,"WALASHEK INDUSTRIAL & MARINE, INC.",LCAC E-SLEP AVAILABILITIES,71760705.0,,DEFINITIVE CONTRACT,2021-02-26,2027-10-29,Department of Defense,Department of the Navy,,,psc_1905_combat_contracts
N0002425C4229,HUNTINGTON INGALLS INCORPORATED,THIS MODIFICATION IS ISSUED FOR ADMINISTRATIVE PURPOSES TO FACILITATE CONTINUED CONTRACT PERFORMANCE DUE TO LIMITED AVAILABILITY OF ACRNS ON CONTRACT N00024-21-C-4205. THIS MODIFICATION IS AUTHORIZED IN ACCORDANCE WITH FAR 4.1601 AND DFARS 204.1601,71189767.0,886486.05,DEFINITIVE CONTRACT,2025-04-30,2026-05-27,Department of Defense,Department of the Navy,,,psc_1905_combat_contracts
N4425516C7001,WALSH CONSTRUCTION COMPANY,"IGF::OT::IGF, RM 09-1471 B431 UPGRADES",68898441.11,-9448246.78,DEFINITIVE CONTRACT,2015-12-22,2020-04-09,Department of Defense,Department of the Navy,,,kw_ship_construction_contracts
W911S014C0004,HEAVY ENGINEERING INDUSTRIES AND SHIPBUILDING COMPANY K.S.C.,COSIS,68646575.7,705253.31,DEFINITIVE CONTRACT,2014-09-08,2021-11-28,Department of Defense,Department of the Army,,,psc_1905_combat_contracts
N0002421C4109,"RCT SYSTEMS, INC","RCT SYSTEMS, INC. FOR RESEARCH AND DEVELOPMENT ACTIVITIES OF NAVY ADVANCED SHIPBOARD ELECTRICAL POWER AND ENERGY SYSTEMS AND COMPONENTS.",60032070.0,,DEFINITIVE CONTRACT,2021-07-30,2026-07-29,Department of Defense,Department of the Navy,,,psc_1905_combat_contracts
N0002420C6312,"L3 TECHNOLOGIES, INC.",MUSV DD&F,58655312.45,0.0,DEFINITIVE CONTRACT,2020-07-13,2026-07-13,Department of Defense,Department of the Navy,,,psc_1905_combat_contracts
N6279322F7800,HUNTINGTON INGALLS INC,CM/EM REPAIRS  FY 22,58433573.53,37083881.67,DELIVERY ORDER,2022-03-02,2023-03-01,Department of Defense,Department of the Navy,,,psc_1905_combat_contracts
N0002421C2310,"PACIFIC SHIPYARDS INTERNATIONAL, LLC",DDG 51 PSA AT PEARL HARBOR AWARD,56323945.19,,DEFINITIVE CONTRACT,2021-04-29,2024-05-31,Department of Defense,Department of the Navy,,,psc_1905_combat_contracts
N0002423F6313,"LEIDOS, INC.",OPERATIONS AND SUSTAINMENT MATERIAL AND OTHER DIRECT COSTS,51228558.44,,DELIVERY ORDER,2023-03-10,2026-09-30,Department of Defense,Department of the Navy,,,psc_1905_combat_contracts
N4008520C0063,MEB GENERAL CONTRACTORS INC,P653 DRY DOCK FLOOD PROTECTION IMPROVEMENTS,49511493.0,0.0,DEFINITIVE CONTRACT,2020-09-04,2023-08-22,Department of Defense,Department of the Navy,,,kw_ship_construction_contracts
N0002424C2461,"SEEMANN COMPOSITES, LLC","PROCUREMENT OF LANDING CRAFT, AIR CUSHION (LCAC) 100 CLASS COMPOSITE COMPONENTS FOR 9 CRAFTSETS.",49358331.8,,DEFINITIVE CONTRACT,2024-09-20,2028-11-28,Department of Defense,Department of the Navy,,,psc_1905_combat_contracts
N6279321F2001,HUNTINGTON INGALLS INC,FY21 PIA PLANNING FUNDED BY TYCOM,49331639.39,31829393.86,DELIVERY ORDER,2020-11-26,2022-03-01,Department of Defense,Department of the Navy,,,psc_1905_combat_contracts
N0002416C4327,HUNTINGTON INGALLS INC,CVN 75 EXECUTION,49247893.69,,DEFINITIVE CONTRACT,2016-08-19,2017-05-31,Department of Defense,Department of the Navy,,,psc_1905_combat_contracts
N0002422C2318,BATH IRON WORKS CORPORATION,DDG(X) SHIPBUILDER DESIGN ENGINEERING,47293115.0,,DEFINITIVE CONTRACT,2022-07-22,2028-07-21,Department of Defense,Department of the Navy,,,psc_1905_combat_contracts
N4008517C5003,CIANBRO CORPORATION,"IGF::OT::IGF STRUCTURAL REPAIRS TO BERTH 11, PORTSMOUTH NAVAL SHIPYARD, KITTERY, ME",46699257.29,0.0,DEFINITIVE CONTRACT,2016-11-18,2020-04-01,Department of Defense,Department of the Navy,,,kw_ship_construction_contracts
N0002416C2439,BAE SYSTEMS SAN DIEGO SHIP REPAIR INC.,LPD 26 PSA - SCN,45018257.0,0.0,DEFINITIVE CONTRACT,2016-06-09,2018-12-05,Department of Defense,Department of the Navy,,,psc_1905_combat_contracts
N0002418C2101,ELECTRIC BOAT CORPORATION,FY18 CONFORM,44232647.0,2502.0,DEFINITIVE CONTRACT,2018-02-15,2026-03-31,Department of Defense,Department of the Navy,,,psc_1905_combat_contracts
N6247026C0001,MEB GENERAL CONTRACTORS INC,"P1062 DESIGN-BID-BUILD, DRY DOCK 3 MODERNIZATION, NORFOLK NAVAL SHIPYARD, PORTSMOUTH VA.",42177500.0,,DEFINITIVE CONTRACT,2025-12-04,2031-01-10,Department of Defense,Department of the Navy,,,kw_ship_construction_contracts
N6274223F0301,MNDPI PACIFIC JV,"CONTRACT NO. N6274220D0004, TASK ORDER NO. N6274223F0301, DESIGN AND ENGINEERING SERVICES FOR FY24 MCON PROJECT P-676, POLARIS POINT SUBMARINE PIER, NAVAL BASE, GUAM",41999676.0,,DELIVERY ORDER,2022-10-27,2027-12-31,Department of Defense,Department of the Navy,,,kw_ship_construction_contracts
N0002412C2101,HUNTINGTON INGALLS INC,NAVAL REACTORS,41441683.0,0.0,DEFINITIVE CONTRACT,2011-10-01,2017-06-30,Department of Defense,Department of the Navy,,,psc_1905_combat_contracts
N0002414C6294,"GENERAL DYNAMICS MISSION SYSTEMS, INC.",ENGINEERING SERVICES BASE YEAR,40715270.73,0.0,DEFINITIVE CONTRACT,2013-10-16,2019-09-15,Department of Defense,Defense Contract Management Agency,,,psc_1905_combat_contracts
70Z02323F93270002,BIRDON AMERICA INC,TASK ORDER CLIN 0001 DESIGN AND ENGINEERING,39861093.75,0.0,DELIVERY ORDER,2023-03-02,2025-03-01,Department of Homeland Security,U.S. Coast Guard,,,psc_1905_combat_contracts
0013,CONTRACK WATTS INC,"IGF::OT::IGF DESIGN AND CONSTRUCTION OF P-970 SHIP MAINTENANCE FACILITIES, MANAMA, BAHRAIN",38360524.59,,DELIVERY ORDER,2016-06-10,2020-06-25,Department of Defense,Department of the Army,,,kw_ship_construction_contracts
70Z02325F93270002,BIRDON AMERICA INC,WLIC #1,37292865.62,,DELIVERY ORDER,2025-06-17,2026-09-17,Department of Homeland Security,U.S. Coast Guard,,,psc_1905_combat_contracts
N0002413C2402,HUNTINGTON INGALLS INCORPORATED,"SPECIAL STUDIES, ANALYSES AND REVIEWS",36902680.0,,DEFINITIVE CONTRACT,2012-11-16,2016-05-31,Department of Defense,Department of the Navy,,,psc_1905_combat_contracts
N0002415C2428,L3HARRIS MARITIME SERVICES INC,LANDING CRAFT AIR CUSHION (LCAC) 58,35964451.16,,DEFINITIVE CONTRACT,2015-09-29,2018-10-05,Department of Defense,Defense Contract Management Agency,,,psc_1905_combat_contracts
N0002423C2316,BAE SYSTEMS SAN DIEGO SHIP REPAIR INC.,PSA FOR LENAH SUTCLIFFE HIGBEE (DDG 123),35649985.32,,DEFINITIVE CONTRACT,2022-11-22,2024-05-22,Department of Defense,Department of the Navy,,,psc_1905_combat_contracts
N4008522C0014,"ENGINEERED CONSTRUCTION SERVICES, INC.","RESTORE OUTFITTING CAPACITY, BERTH 6C, PNSY, KITTERY, ME",35283991.0,0.0,DEFINITIVE CONTRACT,2022-04-14,2024-05-03,Department of Defense,Department of the Navy,,,kw_ship_construction_contracts
N4008522C0010,"BOLLINGER SHIPYARDS LOCKPORT, L.L.C.","P-381 MULTI-MISSION DRY DOCK #1, CAISSONS, PNSY, KITTERY, ME",35259369.0,,DEFINITIVE CONTRACT,2022-04-11,2026-08-21,Department of Defense,Department of the Navy,,,kw_ship_construction_contracts
N0002418C2404,NATIONAL STEEL AND SHIPBUILDING COMPANY,LHA 7 FITTING OUT AVAILABILITY - SCN,34642779.88,0.0,DEFINITIVE CONTRACT,2018-04-06,2022-02-28,Department of Defense,Department of the Navy,,,psc_1905_combat_contracts
N0002422C4112,DRS NAVAL POWER SYSTEMS INC,ENERGY MAGAZINE FIRST UNIT (COMPLETION),33808495.88,,DEFINITIVE CONTRACT,2022-04-22,2029-09-30,Department of Defense,Department of the Navy,,,psc_1905_combat_contracts
N0016418F3002,"GIBBS & COX, INC.","THE CONTRACTOR SHALL PROVIDE NON-PERSONAL PROFESSIONAL ENGINEERING SUPPORT SERVICES (ESS) REQUIRED BY THE AMPHIBIOUS TRANSPORT DOCK (LPD 17) AND AMPHIBIOUS SHIP REPLACEMENT (LX(R)) PROGRAM OFFICE, PMS 317, WITHIN THE PROGRAM EXECUTIVE OFFICE (PEO) SHIPS.  SUPPORT IS REQUIRED IN THE AREAS OF CURRENT AND FUTURE PROGRAMS, CONTRACT DESIGN, DETAIL DESIGN AND CONSTRUCTION, AND DESIGN SITE SUPPORT.",33590089.32,1637800.89,DELIVERY ORDER,2018-03-29,2025-08-16,Department of Defense,Department of the Navy,,,kw_dd_and_c_contracts
ER02,LOCKHEED MARTIN CORPORATION,ENGINEERING&MANAGEMENT EFFORTS,33367181.0,,DELIVERY ORDER,2012-10-25,2013-08-31,Department of Defense,Department of the Navy,,,psc_1905_combat_contracts
N6278619F0044,BAE SYSTEMS SAN DIEGO SHIP REPAIR INC.,DDG 1001 POST DELIVERY AVAILABILITY (INDUSTRIAL EFFORTS AND MATERIAL),31180999.0,0.0,DELIVERY ORDER,2019-01-18,2020-04-10,Department of Defense,Department of the Navy,,,psc_1905_combat_contracts
N0002419C2317,BAE SYSTEMS JACKSONVILLE SHIP REPAIR LLC,DDG 51 POST SHAKEDOWN AVAILABILITY EXECUTION FOR DDG 116 AND 117.,31139454.31,3135017.24,DEFINITIVE CONTRACT,2019-02-20,2021-08-31,Department of Defense,Department of the Navy,,,psc_1905_combat_contracts
N6274223F0336,MNDPI PACIFIC JV,"P209 AE PCAS - PHASE 1. POST CONSTRUCTION AWARD SERVICES FOR FY23 MCON PROJECT P-209 DRY DOCK REPLACEMENT, JOINT BASE PEARL HARBOR-HICKAM, HAWAII.",31015251.0,,DELIVERY ORDER,2023-04-24,2026-07-18,Department of Defense,Department of the Navy,,,kw_ship_construction_contracts
N6278622F0018,BAE SYSTEMS SAN DIEGO SHIP REPAIR INC.,DDG 1001 PSA BASE AWARD,30717527.0,,DELIVERY ORDER,2022-09-19,2023-05-29,Department of Defense,Department of the Navy,,,psc_1905_combat_contracts
N0002422F4301,ELECTRIC BOAT CORPORATION,HS NAUTILUS PRESERVATION AVAILABILITY,30639068.0,16447133.0,DELIVERY ORDER,2021-11-12,2022-08-18,Department of Defense,Department of the Navy,,,psc_1905_combat_contracts
N0002413F2320,"FORETHOUGHT, INC.",DDG 1000 IDE SUPPORT SERVICES (CY13),30542156.0,0.0,DELIVERY ORDER,2013-01-31,2020-09-30,Department of Defense,Department of the Navy,,,psc_1905_combat_contracts
N0002418C2400,TECNICO CORPORATION,"LANDING CRAFT, AIR CUSHION (LCAC) SERVICE LIFE EXTENSION PROGRAM(SLEP)",30041959.25,18567411.27,DEFINITIVE CONTRACT,2018-09-11,2022-07-20,Department of Defense,Department of the Navy,,,psc_1905_combat_contracts
N6279325F0003,HUNTINGTON INGALLS INC,THE PURPOSE OF THIS DELIVERY ORDER IS FOR THE CVN 78 CMAV PLANNING & EXECUTION OF CLIN 0001 & CLIN 0002 ON THE CVN 78 EARLY SERVICE LIFE PERIOD (ESLP) CONTRACT N00024-19-D-4306,29476982.0,0.0,DELIVERY ORDER,2025-03-02,2026-03-01,Department of Defense,Department of the Navy,,,psc_1905_combat_contracts
N0002419F2304,"L3 TECHNOLOGIES, INC.",TCDL (MST STE) EQUIPMENT,29314034.84,23730.51,DELIVERY ORDER,2019-02-14,2026-07-31,Department of Defense,Department of the Navy,,,psc_1905_combat_contracts
N4008517C5011,CIANBRO CORPORATION,"IGF::OT::IGF RM12-1961, DRY DOCK #3 CAISSON REPLACEMENT AND SEAT REPAIRS, PNSY, KITTERY, ME",29313394.0,0.0,DEFINITIVE CONTRACT,2016-12-22,2020-06-30,Department of Defense,Department of the Navy,,,kw_ship_construction_contracts
N0002412C2403,"L3HARRIS UNMANNED SYSTEMS, INC","FY11 SLEP AVAILABILITY OF LCAC 75 AND 80, WITH PRICED OPTIONS FOR FY12 SLEP OF LCAC 82 AND 73.  ASSOCIATED PIO LINE ITEMS FOR PSA AND EMERGENT WORK.",28900947.79,,DEFINITIVE CONTRACT,2012-01-19,2014-03-24,Department of Defense,Defense Contract Management Agency,,,psc_1905_combat_contracts
N0002414C2406,L3HARRIS MARITIME SERVICES INC,LANDING CRAFT AIR CUSHION (LCAC) 81,28746505.83,,DEFINITIVE CONTRACT,2014-06-16,2016-10-21,Department of Defense,Department of the Navy,,,psc_1905_combat_contracts
N0002412C4320,ELECTRIC BOAT CORPORATION,PLANNING AND EXECUTION OF USS ANNAPOLIS DCMAV,28397792.0,,DEFINITIVE CONTRACT,2012-04-02,2012-12-04,Department of Defense,Department of the Navy,,,psc_1905_combat_contracts
N4008520F6757,HOURIGAN CONSTRUCTION CORP,X002 NMCP BLDG 2 RENOVATE LAB,27894681.25,375786.0,DELIVERY ORDER,2020-09-28,2023-08-09,Department of Defense,Department of the Navy,,,kw_ship_construction_contracts
N0002422C2449,"SEEMANN COMPOSITES, LLC","PROCUREMENT OF LANDING CRAFT, AIR CUSHION (LCAC)COMPOSITE AND RETROFIT COMPONENTS.",27586452.0,,DEFINITIVE CONTRACT,2022-06-02,2026-12-11,Department of Defense,Department of the Navy,,,psc_1905_combat_contracts
N4008522C0015,"COLONNA'S SHIP YARD, INCORPORATED",BASE PRICE - DD1 CAISSON REPLACEMENT,27484402.0,0.0,DEFINITIVE CONTRACT,2022-04-21,2025-03-31,Department of Defense,Department of the Navy,,,kw_ship_construction_contracts
ER01,LOCKHEED MARTIN CORPORATION,LCS 5 CLIN 0005 ER01 ENGINEERING AND MANAGEMENT EFFORTS,26824941.0,,DELIVERY ORDER,2015-04-01,2016-08-31,Department of Defense,Department of the Navy,,,psc_1905_combat_contracts
N4425513C4000,ABSHER CONSTRUCTION CO,"IGF::OT::IGF ENERGY EFFICIENT PROJECTS, NAVAL BASE KITSAP, WA",25182876.22,,DEFINITIVE CONTRACT,2013-09-27,2016-02-15,Department of Defense,Department of the Navy,,,kw_ship_construction_contracts
N5523623F9970,HII FLEET SUPPORT GROUP LLC,CODE 460C/CVN. TO INCORPORATE AND OBLIGATE GROWTH WORK TASK ORDER 23-P114,24729726.52,8280868.75,DELIVERY ORDER,2023-02-19,2025-11-21,Department of Defense,Department of the Navy,,,psc_1905_combat_contracts
N6945017F0703,M. A. MORTENSON COMPANY,IGF::OT::IGF X004 CON: DBB REPAIR EXPLOSIVE HANDLING WHARF 1 - PHA,24693943.73,,DELIVERY ORDER,2017-06-29,2019-02-17,Department of Defense,Department of the Navy,,,kw_ship_construction_contracts
ER04,LOCKHEED MARTIN CORPORATION,LCS 5 ER04 EMERGENT AVAILABILITIES AND PDT&T (FSST SUPPORT),24175867.0,,DELIVERY ORDER,2015-09-24,2018-06-30,Department of Defense,Department of the Navy,,,psc_1905_combat_contracts
N0002412C4305,ELECTRIC BOAT CORPORATION,NUCLEAR REGIONAL MAINTENANCE DEPARTMENT,23646156.0,,DEFINITIVE CONTRACT,2012-08-06,2013-04-27,Department of Defense,Department of the Navy,,,psc_1905_combat_contracts
N0002417C2310,BAE SYSTEMS SAN DIEGO SHIP REPAIR INC.,DDG 51 POST SHAKEDOWN AVAILABILITY EXECUTION FOR DDG 113 AND 115,23433210.33,0.0,DEFINITIVE CONTRACT,2017-04-12,2018-09-30,Department of Defense,Department of the Navy,,,psc_1905_combat_contracts
N6279324F7804,HUNTINGTON INGALLS INC,CM/EM REPAIRS FY24-25,23338199.0,4147508.1,DELIVERY ORDER,2024-03-02,2025-03-01,Department of Defense,Department of the Navy,,,psc_1905_combat_contracts
7F05,"AUSTAL USA, LLC",POST DELIVERY - BOA ITEM 0001 AND ITEM 0002,23097503.0,,DELIVERY ORDER,2015-09-29,2019-03-31,Department of Defense,Department of the Navy,,,psc_1905_combat_contracts
N0002418C2327,HUNTINGTON INGALLS INCORPORATED,FFG(X) CONCEPTUAL DESIGN,22997330.0,0.0,DEFINITIVE CONTRACT,2018-02-16,2019-06-28,Department of Defense,Department of the Navy,,,psc_1905_combat_contracts
N6247825F4002,NAN INC,"RM20-0230 DRY DOCK NO. 1 VOID REPAIR, SIOP, PHNSY, HI",22984691.19,,DELIVERY ORDER,2025-01-30,2029-01-29,Department of Defense,Department of the Navy,,,kw_ship_construction_contracts
